,user,title,tags,num_of_tags,description
10,Zoi Environment Network,Возможные сложности в применении глобального стандарта для ключевых районов биоразнообразия (КРБ) / Possible challenges in applying the global key biodiversity area (KBA) standard,"['cartoon', 'picture', 'drawing', 'cepf', 'centralasia', 'mountains', 'environment', 'ecology', 'key', 'biodiversity', 'area', 'standard', 'criteria', 'problem', 'challenge', 'issue', 'disagreement', 'species', 'subspecies', 'national', 'regional', 'scale', 'threshold', 'mapping', 'research', 'assessment', 'data', 'information', 'lack', 'fauna', 'animal', 'горы', 'центральный', 'азия', 'центральнаяазия', 'средняяазия', 'биоразнообразие', 'животные', 'фауна', 'вид', 'экология', 'окружающаясреда', 'охранаприроды', 'природа', 'кот', 'барс', 'сложность', 'проблема', 'разногласия', 'определение', 'местный', 'глобальный', 'угроза', 'опасность', 'информация', 'данные', 'анализ', 'карта', 'оценка', 'порог', 'исследования', 'недостаток', 'ограничение']",63,"Глобальный стандарт КРБ отличается от национальных статусов и традиционного подхода, которые до настоящего времени регулировали охрану биоразнообразия. Тот или иной вид, представляющий интерес в регионе, может оказаться подвидом или иметь местное название (синоним) и поэтому не учитываться в данной оценке. Стандарт требует как информации о конкретных объектах, так и глобальных данных - например, о размере популяции и распространении вида, - которые в отношении некоторых видов отсутствуют. В некоторых случаях могут отсутствовать необходимые познания о тех или иных видах, особенно беспозвоночных, или временные сроки составления характеристики экосистемы могут быть слишком сжатыми, чтобы дать надлежащую оценку. Определение оптимальных единиц природопользования является непростой задачей, когда землепользование и права собственности находятся за пределами существующих охраняемых территорий и отсутствует достаточная картографическая информация. Все эти вопросы не должны воспрепятствовать заинтересованным группам в выявлении, внесении предложений и изучении потенциальных КРБ.

English version <a href=""https://www.flickr.com/photos/zoienvironment/37112777721"">here</a>."
11,charissadescande,Close up of a Zebra eating grass,"['africa', 'natural', 'safari', 'herd', 'william', 'mammal', 'standing', 'look', 'animal', 'plains', 'subspecies', 'wild', 'herbivore', 'way', 'naturalist', 'black', 'burchells', 'quagga', 'white', 'lines', 'eating', 'stripes', 'grass', 'explorer', 'south', 'closeup', 'zebra', 'sky', 'time', 'national', 'pattern', 'outdoors', 'nature', 'african', 'burchell', 'striped', 'after', 'john', 'wildlife', 'southern', 'travel', 'background', 'british', 'camera', 'grassland', 'park', 'named', 'green', 'wilderness', 'field']",50,Close up of a Zebra eating grass in the field.
12,charissadescande,Zebra walking in the field,"['africa', 'natural', 'safari', 'herd', 'william', 'nature', 'south', 'background', 'animal', 'plains', 'named', 'national', 'herbivore', 'way', 'naturalist', 'outdoors', 'burchells', 'quagga', 'white', 'lines', 'eating', 'stripes', 'look', 'sky', 'black', 'closeup', 'standing', 'wild', 'time', 'grass', 'zebra', 'subspecies', 'pattern', 'explorer', 'burchell', 'mammal', 'john', 'after', 'wildlife', 'southern', 'striped', 'park', 'british', 'camera', 'grassland', 'green', 'travel', 'african', 'wilderness', 'field']",50,Zebra walking in the field of Addo Elephant National Park.
13,markdescande,"Zebras laying, while the other is standing and eating grass","['grass', 'natural', 'safari', 'herd', 'william', 'nature', 'standing', 'background', 'animal', 'plains', 'named', 'national', 'herbivore', 'way', 'african', 'black', 'burchells', 'quagga', 'white', 'lines', 'pattern', 'stripes', 'outdoors', 'striped', 'john', 'closeup', 'south', 'subspecies', 'time', 'wild', 'africa', 'eating', 'look', 'park', 'burchell', 'mammal', 'zebra', 'sky', 'wildlife', 'southern', 'travel', 'explorer', 'british', 'camera', 'grassland', 'green', 'naturalist', 'after', 'wilderness', 'field']",50,"Zebras laying, while the other is standing and eating grass in the field."
14,markdescande,"Group of Zebras lying, while the other is standing and eating grass","['grass', 'natural', 'safari', 'herd', 'william', 'nature', 'standing', 'background', 'animal', 'plains', 'named', 'national', 'herbivore', 'way', 'african', 'black', 'burchells', 'quagga', 'white', 'lines', 'pattern', 'stripes', 'outdoors', 'striped', 'john', 'closeup', 'south', 'subspecies', 'time', 'wild', 'africa', 'eating', 'look', 'park', 'burchell', 'mammal', 'zebra', 'sky', 'wildlife', 'southern', 'travel', 'explorer', 'british', 'camera', 'grassland', 'green', 'naturalist', 'after', 'wilderness', 'field']",50,"Group of Zebras lying, while the other is standing and eating grass in the field."
15,markdescande,Zebras rubbing their necks,"['grass', 'natural', 'safari', 'herd', 'william', 'nature', 'standing', 'background', 'animal', 'plains', 'named', 'national', 'herbivore', 'way', 'african', 'black', 'burchells', 'quagga', 'white', 'lines', 'pattern', 'stripes', 'outdoors', 'striped', 'john', 'closeup', 'south', 'subspecies', 'time', 'wild', 'africa', 'eating', 'look', 'park', 'burchell', 'mammal', 'zebra', 'sky', 'wildlife', 'southern', 'travel', 'explorer', 'british', 'camera', 'grassland', 'green', 'naturalist', 'after', 'wilderness', 'field']",50,Zebras rubbing their necks in the field.
16,charissadescande,Baby Zebra holding his head against his mom's back,"['grass', 'natural', 'explorer', 'herd', 'william', 'nature', 'south', 'look', 'animal', 'plains', 'named', 'wild', 'herbivore', 'way', 'african', 'sky', 'burchells', 'quagga', 'white', 'lines', 'eating', 'stripes', 'travel', 'park', 'standing', 'closeup', 'black', 'mammal', 'time', 'background', 'national', 'naturalist', 'safari', 'pattern', 'burchell', 'africa', 'zebra', 'john', 'wildlife', 'southern', 'striped', 'outdoors', 'british', 'camera', 'grassland', 'green', 'subspecies', 'after', 'wilderness', 'field']",50,Baby Zebra holding his head against his mom's back in the field.
17,charissadescande,Zebras standing together,"['africa', 'natural', 'safari', 'herd', 'william', 'mammal', 'standing', 'look', 'animal', 'plains', 'subspecies', 'wild', 'herbivore', 'way', 'naturalist', 'black', 'burchells', 'quagga', 'white', 'lines', 'eating', 'stripes', 'grass', 'explorer', 'south', 'closeup', 'zebra', 'sky', 'time', 'national', 'pattern', 'outdoors', 'nature', 'african', 'burchell', 'striped', 'after', 'john', 'wildlife', 'southern', 'travel', 'background', 'british', 'camera', 'grassland', 'park', 'named', 'green', 'wilderness', 'field']",50,Zebras standing together in the field.
18,charissadescande,Zebras standing and sniffing each other,"['africa', 'natural', 'safari', 'herd', 'william', 'mammal', 'standing', 'look', 'animal', 'plains', 'subspecies', 'wild', 'herbivore', 'way', 'naturalist', 'black', 'burchells', 'quagga', 'white', 'lines', 'eating', 'stripes', 'grass', 'explorer', 'south', 'closeup', 'zebra', 'sky', 'time', 'national', 'pattern', 'outdoors', 'nature', 'african', 'burchell', 'striped', 'after', 'john', 'wildlife', 'southern', 'travel', 'background', 'british', 'camera', 'grassland', 'park', 'named', 'green', 'wilderness', 'field']",50,Zebras standing and sniffing each other with their noses.
19,charissadescande,Zebras standing together kissing their foreheads,"['africa', 'natural', 'safari', 'herd', 'william', 'mammal', 'standing', 'look', 'animal', 'plains', 'subspecies', 'wild', 'herbivore', 'way', 'naturalist', 'black', 'burchells', 'quagga', 'white', 'lines', 'eating', 'stripes', 'grass', 'explorer', 'south', 'closeup', 'zebra', 'sky', 'time', 'national', 'pattern', 'outdoors', 'nature', 'african', 'burchell', 'striped', 'after', 'john', 'wildlife', 'southern', 'travel', 'background', 'british', 'camera', 'grassland', 'park', 'named', 'green', 'wilderness', 'field']",50,Zebras standing together kissing their foreheads in the field.
20,charissadescande,Zebras lining up in the field to eat,"['africa', 'natural', 'safari', 'herd', 'william', 'mammal', 'standing', 'look', 'animal', 'plains', 'subspecies', 'wild', 'herbivore', 'way', 'naturalist', 'black', 'burchells', 'quagga', 'white', 'lines', 'eating', 'stripes', 'grass', 'explorer', 'south', 'closeup', 'zebra', 'sky', 'time', 'national', 'pattern', 'outdoors', 'nature', 'african', 'burchell', 'striped', 'after', 'john', 'wildlife', 'southern', 'travel', 'background', 'british', 'camera', 'grassland', 'park', 'named', 'green', 'wilderness', 'field']",50,Zebras lining up in the field to eat some grass.
21,markdescande,Baby Zebra standing close to his mom,"['grass', 'natural', 'safari', 'herd', 'william', 'nature', 'standing', 'background', 'animal', 'plains', 'named', 'national', 'herbivore', 'way', 'african', 'black', 'burchells', 'quagga', 'white', 'lines', 'pattern', 'stripes', 'outdoors', 'striped', 'john', 'closeup', 'south', 'subspecies', 'time', 'wild', 'africa', 'eating', 'look', 'park', 'burchell', 'mammal', 'zebra', 'sky', 'wildlife', 'southern', 'travel', 'explorer', 'british', 'camera', 'grassland', 'green', 'naturalist', 'after', 'wilderness', 'field']",50,Baby Zebra standing close to his mom in the field.
22,markdescande,Zebras standing and eating grass,"['grass', 'natural', 'safari', 'herd', 'william', 'nature', 'standing', 'background', 'animal', 'plains', 'named', 'national', 'herbivore', 'way', 'african', 'black', 'burchells', 'quagga', 'white', 'lines', 'pattern', 'stripes', 'outdoors', 'striped', 'john', 'closeup', 'south', 'subspecies', 'time', 'wild', 'africa', 'eating', 'look', 'park', 'burchell', 'mammal', 'zebra', 'sky', 'wildlife', 'southern', 'travel', 'explorer', 'british', 'camera', 'grassland', 'green', 'naturalist', 'after', 'wilderness', 'field']",50,Zebras standing and eating grass in the field.
23,markdescande,Zebra standing and staring at you,"['grass', 'natural', 'safari', 'herd', 'william', 'nature', 'standing', 'background', 'animal', 'plains', 'named', 'national', 'herbivore', 'way', 'african', 'black', 'burchells', 'quagga', 'white', 'lines', 'pattern', 'stripes', 'outdoors', 'striped', 'john', 'closeup', 'south', 'subspecies', 'time', 'wild', 'africa', 'eating', 'look', 'park', 'burchell', 'mammal', 'zebra', 'sky', 'wildlife', 'southern', 'travel', 'explorer', 'british', 'camera', 'grassland', 'green', 'naturalist', 'after', 'wilderness', 'field']",50,Zebra standing and staring at you in the field.
24,markdescande,Zebra lying flat on the ground,"['grass', 'natural', 'safari', 'herd', 'william', 'nature', 'standing', 'background', 'animal', 'plains', 'named', 'national', 'herbivore', 'way', 'african', 'black', 'burchells', 'quagga', 'white', 'lines', 'pattern', 'stripes', 'outdoors', 'striped', 'john', 'closeup', 'south', 'subspecies', 'time', 'wild', 'africa', 'eating', 'look', 'park', 'burchell', 'mammal', 'zebra', 'sky', 'wildlife', 'southern', 'travel', 'explorer', 'british', 'camera', 'grassland', 'green', 'naturalist', 'after', 'wilderness', 'field']",50,Zebra lying flat on the ground in the field.
25,markdescande,Zebra lying and catching some sun.,"['grass', 'natural', 'safari', 'herd', 'william', 'nature', 'standing', 'background', 'animal', 'plains', 'named', 'national', 'herbivore', 'way', 'african', 'black', 'burchells', 'quagga', 'white', 'lines', 'pattern', 'stripes', 'outdoors', 'striped', 'john', 'closeup', 'south', 'subspecies', 'time', 'wild', 'africa', 'eating', 'look', 'park', 'burchell', 'mammal', 'zebra', 'sky', 'wildlife', 'southern', 'travel', 'explorer', 'british', 'camera', 'grassland', 'green', 'naturalist', 'after', 'wilderness', 'field']",50,Zebra lying in the field and catching some sun.
26,markdescande,Zebras standing together close to the bushes,"['grass', 'natural', 'safari', 'herd', 'william', 'nature', 'standing', 'background', 'animal', 'plains', 'named', 'national', 'herbivore', 'way', 'african', 'black', 'burchells', 'quagga', 'white', 'lines', 'pattern', 'stripes', 'outdoors', 'striped', 'john', 'closeup', 'south', 'subspecies', 'time', 'wild', 'africa', 'eating', 'look', 'park', 'burchell', 'mammal', 'zebra', 'sky', 'wildlife', 'southern', 'travel', 'explorer', 'british', 'camera', 'grassland', 'green', 'naturalist', 'after', 'wilderness', 'field']",50,Zebras standing together close to the bushes in the field.
27,charissadescande,Baby Zebra scratching in the grass,"['grass', 'natural', 'explorer', 'herd', 'william', 'nature', 'south', 'look', 'animal', 'plains', 'named', 'wild', 'herbivore', 'way', 'african', 'sky', 'burchells', 'quagga', 'white', 'lines', 'eating', 'stripes', 'travel', 'park', 'standing', 'closeup', 'black', 'mammal', 'time', 'background', 'national', 'naturalist', 'safari', 'pattern', 'burchell', 'africa', 'zebra', 'john', 'wildlife', 'southern', 'striped', 'outdoors', 'british', 'camera', 'grassland', 'green', 'subspecies', 'after', 'wilderness', 'field']",50,Baby Zebra scratching in the grass with his foot.
28,charissadescande,Zebra standing still and staring in front of him,"['grass', 'natural', 'explorer', 'herd', 'william', 'nature', 'south', 'look', 'animal', 'plains', 'named', 'wild', 'herbivore', 'way', 'african', 'sky', 'burchells', 'quagga', 'white', 'lines', 'eating', 'stripes', 'travel', 'park', 'standing', 'closeup', 'black', 'mammal', 'time', 'background', 'national', 'naturalist', 'safari', 'pattern', 'burchell', 'africa', 'zebra', 'john', 'wildlife', 'southern', 'striped', 'outdoors', 'british', 'camera', 'grassland', 'green', 'subspecies', 'after', 'wilderness', 'field']",50,Zebra standing still and staring in front of him in the field.
29,charissadescande,Close up of two Zebras rubbing their necks,"['grass', 'natural', 'explorer', 'herd', 'william', 'nature', 'south', 'look', 'animal', 'plains', 'named', 'wild', 'herbivore', 'way', 'african', 'sky', 'burchells', 'quagga', 'white', 'lines', 'eating', 'stripes', 'travel', 'park', 'standing', 'closeup', 'black', 'mammal', 'time', 'background', 'national', 'naturalist', 'safari', 'pattern', 'burchell', 'africa', 'zebra', 'john', 'wildlife', 'southern', 'striped', 'outdoors', 'british', 'camera', 'grassland', 'green', 'subspecies', 'after', 'wilderness', 'field']",50,Close up of two Zebras rubbing their necks against each other.
